Kachelname;Aktualitaet;Bildflugnummer;Koordinatenursprung_East;Koordinatenursprung_North
dop10rgbi_32_464_5688_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;464000;5688000
dop10rgbi_32_464_5689_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;464000;5689000
dop10rgbi_32_464_5690_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;464000;5690000
dop10rgbi_32_464_5691_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;464000;5691000
dop10rgbi_32_464_5692_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;464000;5692000
dop10rgbi_32_464_5693_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;464000;5693000
dop10rgbi_32_464_5694_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;464000;5694000
dop10rgbi_32_464_5695_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;464000;5695000
dop10rgbi_32_464_5696_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;464000;5696000
dop10rgbi_32_464_5697_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;464000;5697000
dop10rgbi_32_465_5688_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;465000;5688000
dop10rgbi_32_465_5689_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;465000;5689000
dop10rgbi_32_465_5690_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;465000;5690000
dop10rgbi_32_465_5691_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;465000;5691000
dop10rgbi_32_465_5692_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;465000;5692000
dop10rgbi_32_465_5693_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;465000;5693000
dop10rgbi_32_465_5694_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;465000;5694000
dop10rgbi_32_465_5695_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;465000;5695000
dop10rgbi_32_465_5696_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;465000;5696000
dop10rgbi_32_465_5697_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;465000;5697000
dop10rgbi_32_466_5688_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;466000;5688000
dop10rgbi_32_466_5689_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;466000;5689000
dop10rgbi_32_466_5690_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;466000;5690000
dop10rgbi_32_466_5691_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;466000;5691000
dop10rgbi_32_466_5692_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;466000;5692000
dop10rgbi_32_466_5693_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;466000;5693000
dop10rgbi_32_466_5694_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;466000;5694000
dop10rgbi_32_466_5695_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;466000;5695000
dop10rgbi_32_466_5696_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;466000;5696000
dop10rgbi_32_466_5697_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;466000;5697000
dop10rgbi_32_467_5688_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;467000;5688000
dop10rgbi_32_467_5689_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;467000;5689000
dop10rgbi_32_467_5690_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;467000;5690000
dop10rgbi_32_467_5691_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;467000;5691000
dop10rgbi_32_467_5692_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;467000;5692000
dop10rgbi_32_467_5693_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;467000;5693000
dop10rgbi_32_467_5694_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;467000;5694000
dop10rgbi_32_467_5695_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;467000;5695000
dop10rgbi_32_467_5696_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;467000;5696000
dop10rgbi_32_467_5697_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;467000;5697000
dop10rgbi_32_468_5688_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;468000;5688000
dop10rgbi_32_468_5689_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;468000;5689000
dop10rgbi_32_468_5690_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;468000;5690000
dop10rgbi_32_468_5691_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;468000;5691000
dop10rgbi_32_468_5692_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;468000;5692000
dop10rgbi_32_468_5693_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;468000;5693000
dop10rgbi_32_468_5694_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;468000;5694000
dop10rgbi_32_468_5695_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;468000;5695000
dop10rgbi_32_468_5696_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;468000;5696000
dop10rgbi_32_468_5697_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;468000;5697000
dop10rgbi_32_468_5698_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;468000;5698000
dop10rgbi_32_468_5699_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;468000;5699000
dop10rgbi_32_468_5700_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;468000;5700000
dop10rgbi_32_468_5701_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;468000;5701000
dop10rgbi_32_469_5688_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;469000;5688000
dop10rgbi_32_469_5689_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;469000;5689000
dop10rgbi_32_469_5690_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;469000;5690000
dop10rgbi_32_469_5691_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;469000;5691000
dop10rgbi_32_469_5692_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;469000;5692000
dop10rgbi_32_469_5693_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;469000;5693000
dop10rgbi_32_469_5694_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;469000;5694000
dop10rgbi_32_469_5695_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;469000;5695000
dop10rgbi_32_469_5696_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;469000;5696000
dop10rgbi_32_469_5697_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;469000;5697000
dop10rgbi_32_469_5698_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;469000;5698000
dop10rgbi_32_469_5699_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;469000;5699000
dop10rgbi_32_469_5700_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;469000;5700000
dop10rgbi_32_469_5701_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;469000;5701000
dop10rgbi_32_470_5688_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;470000;5688000
dop10rgbi_32_470_5689_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;470000;5689000
dop10rgbi_32_470_5690_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;470000;5690000
dop10rgbi_32_470_5691_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;470000;5691000
dop10rgbi_32_470_5692_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;470000;5692000
dop10rgbi_32_470_5693_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;470000;5693000
dop10rgbi_32_470_5694_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;470000;5694000
dop10rgbi_32_470_5695_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;470000;5695000
dop10rgbi_32_470_5696_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;470000;5696000
dop10rgbi_32_470_5697_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;470000;5697000
dop10rgbi_32_470_5698_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;470000;5698000
dop10rgbi_32_470_5699_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;470000;5699000
dop10rgbi_32_470_5700_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;470000;5700000
dop10rgbi_32_470_5701_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;470000;5701000
dop10rgbi_32_471_5688_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;471000;5688000
dop10rgbi_32_471_5689_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;471000;5689000
dop10rgbi_32_471_5690_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;471000;5690000
dop10rgbi_32_471_5691_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;471000;5691000
dop10rgbi_32_471_5692_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;471000;5692000
dop10rgbi_32_471_5693_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;471000;5693000
dop10rgbi_32_471_5694_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;471000;5694000
dop10rgbi_32_471_5695_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;471000;5695000
dop10rgbi_32_471_5696_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;471000;5696000
dop10rgbi_32_471_5697_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;471000;5697000
dop10rgbi_32_471_5698_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;471000;5698000
dop10rgbi_32_471_5699_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;471000;5699000
dop10rgbi_32_471_5700_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;471000;5700000
dop10rgbi_32_471_5701_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;471000;5701000
dop10rgbi_32_472_5660_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;472000;5660000
dop10rgbi_32_472_5661_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;472000;5661000
dop10rgbi_32_472_5662_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;472000;5662000
dop10rgbi_32_472_5663_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;472000;5663000
dop10rgbi_32_472_5664_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;472000;5664000
dop10rgbi_32_472_5665_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;472000;5665000
dop10rgbi_32_472_5666_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;472000;5666000
dop10rgbi_32_472_5667_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;472000;5667000
dop10rgbi_32_472_5668_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;472000;5668000
dop10rgbi_32_472_5669_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;472000;5669000
dop10rgbi_32_472_5670_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;472000;5670000
dop10rgbi_32_472_5671_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;472000;5671000
dop10rgbi_32_473_5660_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;473000;5660000
dop10rgbi_32_473_5661_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;473000;5661000
dop10rgbi_32_473_5662_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;473000;5662000
dop10rgbi_32_473_5663_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;473000;5663000
dop10rgbi_32_473_5664_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;473000;5664000
dop10rgbi_32_473_5665_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;473000;5665000
dop10rgbi_32_473_5666_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;473000;5666000
dop10rgbi_32_473_5667_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;473000;5667000
dop10rgbi_32_473_5668_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;473000;5668000
dop10rgbi_32_473_5669_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;473000;5669000
dop10rgbi_32_473_5670_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;473000;5670000
dop10rgbi_32_473_5671_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;473000;5671000
dop10rgbi_32_474_5660_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;474000;5660000
dop10rgbi_32_474_5661_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;474000;5661000
dop10rgbi_32_474_5662_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;474000;5662000
dop10rgbi_32_474_5663_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;474000;5663000
dop10rgbi_32_474_5664_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;474000;5664000
dop10rgbi_32_474_5665_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;474000;5665000
dop10rgbi_32_474_5666_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;474000;5666000
dop10rgbi_32_474_5667_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;474000;5667000
dop10rgbi_32_474_5668_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;474000;5668000
dop10rgbi_32_474_5669_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;474000;5669000
dop10rgbi_32_474_5670_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;474000;5670000
dop10rgbi_32_474_5671_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;474000;5671000
dop10rgbi_32_475_5660_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;475000;5660000
dop10rgbi_32_475_5661_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;475000;5661000
dop10rgbi_32_475_5662_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;475000;5662000
dop10rgbi_32_475_5663_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;475000;5663000
dop10rgbi_32_475_5664_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;475000;5664000
dop10rgbi_32_475_5665_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;475000;5665000
dop10rgbi_32_475_5666_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;475000;5666000
dop10rgbi_32_475_5667_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;475000;5667000
dop10rgbi_32_475_5668_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;475000;5668000
dop10rgbi_32_475_5669_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;475000;5669000
dop10rgbi_32_475_5670_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;475000;5670000
dop10rgbi_32_475_5671_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;475000;5671000
dop10rgbi_32_476_5660_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;476000;5660000
dop10rgbi_32_476_5661_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;476000;5661000
dop10rgbi_32_476_5662_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;476000;5662000
dop10rgbi_32_476_5663_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;476000;5663000
dop10rgbi_32_476_5664_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;476000;5664000
dop10rgbi_32_476_5665_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;476000;5665000
dop10rgbi_32_476_5666_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;476000;5666000
dop10rgbi_32_476_5667_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;476000;5667000
dop10rgbi_32_476_5668_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;476000;5668000
dop10rgbi_32_476_5669_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;476000;5669000
dop10rgbi_32_476_5670_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;476000;5670000
dop10rgbi_32_476_5671_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;476000;5671000
dop10rgbi_32_477_5660_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;477000;5660000
dop10rgbi_32_477_5661_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;477000;5661000
dop10rgbi_32_477_5662_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;477000;5662000
dop10rgbi_32_477_5663_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;477000;5663000
dop10rgbi_32_477_5664_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;477000;5664000
dop10rgbi_32_477_5665_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;477000;5665000
dop10rgbi_32_477_5666_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;477000;5666000
dop10rgbi_32_477_5667_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;477000;5667000
dop10rgbi_32_477_5668_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;477000;5668000
dop10rgbi_32_477_5669_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;477000;5669000
dop10rgbi_32_477_5670_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;477000;5670000
dop10rgbi_32_477_5671_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;477000;5671000
dop10rgbi_32_478_5660_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;478000;5660000
dop10rgbi_32_478_5661_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;478000;5661000
dop10rgbi_32_478_5662_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;478000;5662000
dop10rgbi_32_478_5663_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;478000;5663000
dop10rgbi_32_478_5664_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;478000;5664000
dop10rgbi_32_478_5665_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;478000;5665000
dop10rgbi_32_478_5666_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;478000;5666000
dop10rgbi_32_478_5667_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;478000;5667000
dop10rgbi_32_478_5668_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;478000;5668000
dop10rgbi_32_478_5669_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;478000;5669000
dop10rgbi_32_478_5670_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;478000;5670000
dop10rgbi_32_478_5671_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;478000;5671000
dop10rgbi_32_479_5660_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;479000;5660000
dop10rgbi_32_479_5661_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;479000;5661000
dop10rgbi_32_479_5662_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;479000;5662000
dop10rgbi_32_479_5663_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;479000;5663000
dop10rgbi_32_479_5664_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;479000;5664000
dop10rgbi_32_479_5665_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;479000;5665000
dop10rgbi_32_479_5666_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;479000;5666000
dop10rgbi_32_479_5667_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;479000;5667000
dop10rgbi_32_479_5668_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;479000;5668000
dop10rgbi_32_479_5669_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;479000;5669000
dop10rgbi_32_479_5670_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;479000;5670000
dop10rgbi_32_479_5671_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;479000;5671000
dop10rgbi_32_480_5662_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;480000;5662000
dop10rgbi_32_480_5663_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;480000;5663000
dop10rgbi_32_480_5666_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;480000;5666000
dop10rgbi_32_480_5667_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;480000;5667000
dop10rgbi_32_480_5668_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;480000;5668000
dop10rgbi_32_480_5669_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;480000;5669000
dop10rgbi_32_480_5670_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;480000;5670000
dop10rgbi_32_480_5671_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;480000;5671000
dop10rgbi_32_481_5662_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;481000;5662000
dop10rgbi_32_481_5663_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;481000;5663000
dop10rgbi_32_481_5666_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;481000;5666000
dop10rgbi_32_481_5667_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;481000;5667000
dop10rgbi_32_481_5668_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;481000;5668000
dop10rgbi_32_481_5669_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;481000;5669000
dop10rgbi_32_481_5670_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;481000;5670000
dop10rgbi_32_481_5671_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;481000;5671000
dop10rgbi_32_482_5668_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;482000;5668000
dop10rgbi_32_482_5669_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;482000;5669000
dop10rgbi_32_482_5670_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;482000;5670000
dop10rgbi_32_482_5671_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;482000;5671000
dop10rgbi_32_483_5668_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;483000;5668000
dop10rgbi_32_483_5669_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;483000;5669000
dop10rgbi_32_483_5670_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;483000;5670000
dop10rgbi_32_483_5671_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;483000;5671000
dop10rgbi_32_472_5672_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;472000;5672000
dop10rgbi_32_472_5673_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;472000;5673000
dop10rgbi_32_472_5674_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;472000;5674000
dop10rgbi_32_472_5675_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;472000;5675000
dop10rgbi_32_472_5676_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;472000;5676000
dop10rgbi_32_472_5677_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;472000;5677000
dop10rgbi_32_472_5678_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;472000;5678000
dop10rgbi_32_472_5679_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;472000;5679000
dop10rgbi_32_472_5684_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;472000;5684000
dop10rgbi_32_472_5685_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;472000;5685000
dop10rgbi_32_472_5686_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;472000;5686000
dop10rgbi_32_472_5687_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;472000;5687000
dop10rgbi_32_473_5672_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;473000;5672000
dop10rgbi_32_473_5673_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;473000;5673000
dop10rgbi_32_473_5674_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;473000;5674000
dop10rgbi_32_473_5675_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;473000;5675000
dop10rgbi_32_473_5676_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;473000;5676000
dop10rgbi_32_473_5677_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;473000;5677000
dop10rgbi_32_473_5678_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;473000;5678000
dop10rgbi_32_473_5679_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;473000;5679000
dop10rgbi_32_473_5684_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;473000;5684000
dop10rgbi_32_473_5685_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;473000;5685000
dop10rgbi_32_473_5686_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;473000;5686000
dop10rgbi_32_473_5687_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;473000;5687000
dop10rgbi_32_474_5672_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;474000;5672000
dop10rgbi_32_474_5673_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;474000;5673000
dop10rgbi_32_474_5674_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;474000;5674000
dop10rgbi_32_474_5675_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;474000;5675000
dop10rgbi_32_474_5676_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;474000;5676000
dop10rgbi_32_474_5677_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;474000;5677000
dop10rgbi_32_474_5678_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;474000;5678000
dop10rgbi_32_474_5679_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;474000;5679000
dop10rgbi_32_474_5686_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;474000;5686000
dop10rgbi_32_474_5687_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;474000;5687000
dop10rgbi_32_475_5672_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;475000;5672000
dop10rgbi_32_475_5673_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;475000;5673000
dop10rgbi_32_475_5674_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;475000;5674000
dop10rgbi_32_475_5675_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;475000;5675000
dop10rgbi_32_475_5676_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;475000;5676000
dop10rgbi_32_475_5677_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;475000;5677000
dop10rgbi_32_475_5678_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;475000;5678000
dop10rgbi_32_475_5679_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;475000;5679000
dop10rgbi_32_475_5686_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;475000;5686000
dop10rgbi_32_475_5687_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;475000;5687000
dop10rgbi_32_476_5672_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;476000;5672000
dop10rgbi_32_476_5673_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;476000;5673000
dop10rgbi_32_476_5674_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;476000;5674000
dop10rgbi_32_476_5675_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;476000;5675000
dop10rgbi_32_476_5676_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;476000;5676000
dop10rgbi_32_476_5677_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;476000;5677000
dop10rgbi_32_476_5678_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;476000;5678000
dop10rgbi_32_476_5679_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;476000;5679000
dop10rgbi_32_476_5686_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;476000;5686000
dop10rgbi_32_476_5687_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;476000;5687000
dop10rgbi_32_477_5672_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;477000;5672000
dop10rgbi_32_477_5673_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;477000;5673000
dop10rgbi_32_477_5674_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;477000;5674000
